Case Number,Date,Type,Country,Area,Location,Fatal (Y/N),Time,Period,Activity Type,Species Type,Exact Location,Coordinate,Latitude,Longitude
1996.01.23,Jan-1996,Provoked,United States,Florida,"Florida Keys, Monroe County",N,Unknown,Unknown,Wading,Tiger,"Florida Keys, Monroe County, Florida, United States","(25.0979464, -80.4369215)",25.0979464,-80.4369215
1996.01.22,Jan-1996,Unprovoked,Australia,Queensland,"Brown's Inlet, Broadwater",N,Unknown,Unknown,Swimming,Copper,"Brown's Inlet, Broadwater, Queensland, Australia","(-28.6586468, 151.8687418)",-28.6586468,151.8687418
1996.01.16,Jan-1996,Unprovoked,United States,Hawaii,"Ka’eleki’I Point, Maui",N,15h45,Afternoon,Diving,Tiger,"Ka’eleki’I Point, Maui, Hawaii, United States","(20.7983626, -156.3319253)",20.7983626,-156.3319253
1996.01.14.b,Jan-1996,Unprovoked,Australia,Western Australia,Mutton Bird Island,U,Unknown,Unknown,Unknown,Unknown,"Mutton Bird Island, Western Australia, Australia","(-32.2774085, 115.690297)",-32.2774085,115.690297
1996.01.12,Jan-1996,Not Confirmed,Australia,New South Wales,Port Kembla,N,10h00,Morning,Unknown,Mako,"Port Kembla, New South Wales, Australia","(-34.4827536, 150.9033131)",-34.4827536,150.9033131
1996.01.10,Jan-1996,Unprovoked,Reunion,Saint-Paul,Embouchure de l'étang de Saint Paul,Y,16h00,Afternoon,Surfing,Tiger,"Embouchure de l'étang de Saint Paul, Saint-Paul, Reunion","(-20.9878643, 55.285669)",-20.9878643,55.285669
1996.00.00.b,Jan-1996,Unprovoked,Fiji,Taveuni,Taveuni,Y,Unknown,Unknown,Unknown,Tiger,"Taveuni, Taveuni, Fiji","(-16.8414365, -179.9813445)",-16.8414365,-179.9813445
1996.00.00.a,Jan-1996,Unprovoked,United States,North Carolina,North Carolina,N,Unknown,Unknown,Surfing,Tiger,"North Carolina, North Carolina, United States","(35.913902282714844,-75.5988998413086)",35.913902282714844,-75.5988998413086
1995.12.18,Dec-1995,Unprovoked,United States,Hawaii,O'ahu,U,Unknown,Unknown,Unknown,Unknown,"O'ahu, Hawaii, United States","(21.4389123, -158.0000565)",21.4389123,-158.0000565
1995.11.29,Nov-1995,Unprovoked,New Zealand,New Zealand,New Zealand,N,Unknown,Unknown,Diving,White,"New Zealand, New Zealand, New Zealand","(-40.900557, 174.885971)",-40.900557,174.885971
1995.11.25.b,Nov-1995,Not Confirmed,United States,Hawaii,"Ha'ena, Kaua'i",U,Unknown,Unknown,Unknown,Unknown,"Ha'ena, Kaua'i, Hawaii, United States","(22.2229583, -159.5575969)",22.2229583,-159.5575969
1995.11.25.a,Nov-1995,Unprovoked,Northern Arabian Sea,Northern Arabian Sea,Northern Arabian Sea,N,Unknown,Unknown,Unknown,Unknown,"Northern Arabian Sea, Northern Arabian Sea, Northern Arabian Sea","(12.2501506, 64.33717)",12.2501506,64.33717
1995.11.17,Nov-1995,Unprovoked,Australia,Queensland,Great Keppel Island,N,Unknown,Unknown,Unknown,Unknown,"Great Keppel Island, Queensland, Australia","(-23.1783958, 150.9481887)",-23.1783958,150.9481887
1995.10.28.R,Oct-1995,Unprovoked,United States,Florida,Palm Coast,N,Unknown,Unknown,Surfing,Unknown,"Palm Coast, Florida, United States","(29.5844524, -81.20786989999999)",29.5844524,-81.20786989999999
1995.10.21,Oct-1995,Unprovoked,United States,Florida,"North Beach, St. Lucie County",N,Unknown,Unknown,Surfing,Unknown,"North Beach, St. Lucie County, Florida, United States","(27.3225563, -80.54384499999999)",27.3225563,-80.54384499999999
1995.10.11,Oct-1995,Unprovoked,Australia,Queensland,"Pialba, Hervey Bay",N,14h30,Afternoon,Leisure,Unknown,"Pialba, Hervey Bay, Queensland, Australia","(-25.2834911, 152.8319332)",-25.2834911,152.8319332
1995.10.01,Oct-1995,Unprovoked,United States,Florida,"Ormond Beach, Volusia County",N,11h30,Morning,Surfing,Unknown,"Ormond Beach, Volusia County, Florida, United States","(29.2858129, -81.0558894)",29.2858129,-81.0558894
1995.09.30.b,Sep-1995,Unprovoked,United States,Florida,"Crescent Beach, St. Augustine, St. Johns County",N,Morning,Unknown,Surfing,Unknown,"Crescent Beach, St. Augustine, St. Johns County, Florida, United States","(29.76886, -81.2536786)",29.76886,-81.2536786
1995.09.30.a,Sep-1995,Unprovoked,United States,Florida,"North Beach, Hutchinson Island, St. Lucie County",N,Unknown,Unknown,Surfing,Unknown,"North Beach, Hutchinson Island, St. Lucie County, Florida, United States","(27.3545667, -80.2488596)",27.3545667,-80.2488596
1995.09.28,Sep-1995,Unprovoked,United States,California,"Davenport Landing, Santa Cruz County",N,17h30,Afternoon,Surfing,White,"Davenport Landing, Santa Cruz County, California, United States","(37.0260309, -122.2159035)",37.0260309,-122.2159035
1995.09.19.,Sep-1995,Unprovoked,United States,Florida,"Matanzas Bay Inlet, St. Johns County",N,Unknown,Unknown,Surfing,Unknown,"Matanzas Bay Inlet, St. Johns County, Florida, United States","(29.8885992, -81.3078675)",29.8885992,-81.3078675
1995.09.17,Sep-1995,Unprovoked,United States,Florida,"Daytona Beach, Volusia County",N,15h40,Afternoon,Swimming,Unknown,"Daytona Beach, Volusia County, Florida, United States","(29.2108147, -81.0228331)",29.2108147,-81.0228331
1995.09.16,Sep-1995,Unprovoked,Reunion,Saint-Denis,Saint-Denis,Y,Unknown,Unknown,Surfing,Unknown,"Saint-Denis, Saint-Denis, Reunion","(-20.8906596, 55.4550536)",-20.8906596,55.4550536
1995.09.13,Sep-1995,Unprovoked,United States,Florida,"Islamorada, Monroe County",Y,Unknown,Unknown,Diving,Bull,"Islamorada, Monroe County, Florida, United States","(24.9242943, -80.62783639999999)",24.9242943,-80.62783639999999
1995.09.11,Sep-1995,Unprovoked,Australia,Western Australia,Hopetoun,Y,15h00,Afternoon,Diving,White,"Hopetoun, Western Australia, Australia","(-33.936999, 120.1270136)",-33.936999,120.1270136
1995.09.03.b,Sep-1995,Unprovoked,United States,California,"Shelter Cove, Humboldt County",N,16h00,Afternoon,Diving,White,"Shelter Cove, Humboldt County, California, United States","(40.0304212, -124.0730866)",40.0304212,-124.0730866
1995.09.03.a,Sep-1995,Not Confirmed,United States,North Carolina,"Bald Head Island, Brunswick County",U,Unknown,Unknown,Swimming,Unknown,"Bald Head Island, Brunswick County, North Carolina, United States","(33.8737069, -78.00153089999999)",33.8737069,-78.00153089999999
1995.08.31.b,Aug-1995,Unprovoked,United States,Florida,"North Beach Inlet, St. Lucie County",N,Unknown,Unknown,Surfing,Unknown,"North Beach Inlet, St. Lucie County, Florida, United States","(27.3225563, -80.54384499999999)",27.3225563,-80.54384499999999
1995.08.31.a,Aug-1995,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",N,Unknown,Unknown,Swimming,Unknown,"Myrtle Beach, Horry County, South Carolina, United States","(33.6890603, -78.8866943)",33.6890603,-78.8866943
1995.08.27,Aug-1995,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",N,Unknown,Unknown,Surfing,Unknown,"Boa Viagem, Recife, Pernambuco, Brazil","(-8.1317303, -34.902409)",-8.1317303,-34.902409
1995.08.26/b,Aug-1995,Unprovoked,United States,Florida,"Crescent Beach, St. Johns County",N,18h30,Evening,Surfing,Unknown,"Crescent Beach, St. Johns County, Florida, United States","(29.76886, -81.2536786)",29.76886,-81.2536786
1995.08.26.a,Aug-1995,Unprovoked,United States,Florida,"Ponce de Leon Inlet, Volusia County",N,14h10,Afternoon,Surfing,Unknown,"Ponce de Leon Inlet, Volusia County, Florida, United States","(29.0711350827738, -80.92284662559236)",29.0711350827738,-80.92284662559236
1995.08.25,Aug-1995,Unprovoked,United States,North Carolina,"Masonboro Island, New Hanover County",N,"""Night""",Unknown,Swimming,Unknown,"Masonboro Island, New Hanover County, North Carolina, United States","(34.1329044, -77.8510213)",34.1329044,-77.8510213
1995.08.22.c,Aug-1995,Unprovoked,United States,North Carolina,Wrightsville Beach,N,Afternoon,Afternoon,Swimming,Tiger,"Wrightsville Beach, North Carolina, United States","(34.2085036, -77.7963709)",34.2085036,-77.7963709
1995.08.22.a,Aug-1995,Unprovoked,United States,Florida,"Ponce de Leon Inlet, Volusia County",N,19h00,Evening,Surfing,Unknown,"Ponce de Leon Inlet, Volusia County, Florida, United States","(29.0711350827738, -80.92284662559236)",29.0711350827738,-80.92284662559236
1995.08.21,Aug-1995,Unprovoked,United States,North Carolina,Cape Lookout Bight,N,Unknown,Unknown,Diving,Unknown,"Cape Lookout Bight, North Carolina, United States","(34.627696, -76.5459331)",34.627696,-76.5459331
1995.08.19,Aug-1995,Unprovoked,Tonga,Vava’u,Tapana Island,N,15h00,Afternoon,Fishing,Unknown,"Tapana Island, Vava’u, Tonga","(-18.622756, -173.9902982)",-18.622756,-173.9902982
1995.08.15,Aug-1995,Unprovoked,United States,Florida,"Daytona Beach, Volusia County",N,08h30,Morning,Wading,Unknown,"Daytona Beach, Volusia County, Florida, United States","(29.2108147, -81.0228331)",29.2108147,-81.0228331
1995.08.13.a,Aug-1995,Not Confirmed,United States,North Carolina,"Emerald Isle, Carteret County",U,Unknown,Unknown,Swimming,Unknown,"Emerald Isle, Carteret County, North Carolina, United States","(34.6779399, -76.95077619999999)",34.6779399,-76.95077619999999
1995.08.10.b,Aug-1995,Unprovoked,United States,Florida,"Ponce Inlet, Volusia County",N,13h30,Afternoon,Surfing,Unknown,"Ponce Inlet, Volusia County, Florida, United States","(29.0963729, -80.9369983)",29.0963729,-80.9369983
1995.08.10.a,Aug-1995,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",N,Unknown,Unknown,Surfing,Blacktip,"Myrtle Beach, Horry County, South Carolina, United States","(33.6890603, -78.8866943)",33.6890603,-78.8866943
1995.08.07,Aug-1995,Unprovoked,United States,Florida,"Ponce de Leon Inlet, Volusia County",N,14h10,Afternoon,Surfing,Unknown,"Ponce de Leon Inlet, Volusia County, Florida, United States","(29.0711350827738, -80.92284662559236)",29.0711350827738,-80.92284662559236
1995.08.01,Aug-1995,Not Confirmed,Tonga,Vava’u,Neiafu,U,Unknown,Unknown,Fishing,Unknown,"Neiafu, Vava’u, Tonga","(-18.6476779, -173.9836854)",-18.6476779,-173.9836854
1995.08.00,Aug-1995,Not Confirmed,United States,California,"Carmel, Monterey County",U,Unknown,Unknown,Diving,Unknown,"Carmel, Monterey County, California, United States","(36.5552386, -121.9232879)",36.5552386,-121.9232879
1995.07.28.e,Jul-1995,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",N,16h30,Afternoon,Surfing,Unknown,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
1995.07.28.d,Jul-1995,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",N,14h45,Afternoon,Surfing,Unknown,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
1995.07.28.c,Jul-1995,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",N,14h10,Afternoon,Surfing,Unknown,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
1995.07.28.b,Jul-1995,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",N,13h40,Afternoon,Surfing,Unknown,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
1995.07.28.a,Jul-1995,Unprovoked,United States,South Carolina,"Pawleys Island, Georgetown County",N,Unknown,Unknown,Unknown,Unknown,"Pawleys Island, Georgetown County, South Carolina, United States","(33.4332236, -79.12143130000001)",33.4332236,-79.12143130000001
1995.07.24,Jul-1995,Unprovoked,United States,South Carolina,"Pawleys Island, Georgetown County",N,Unknown,Unknown,Swimming,Unknown,"Pawleys Island, Georgetown County, South Carolina, United States","(33.4332236, -79.12143130000001)",33.4332236,-79.12143130000001
1995.07.23,Jul-1995,Unprovoked,United States,Florida,"South Jetty, New Smyrna Beach, Volusia County",N,Unknown,Unknown,Surfing,Unknown,"South Jetty, New Smyrna Beach, Volusia County, Florida, United States","(29.0599541, -80.9526133)",29.0599541,-80.9526133
1995.07.07,Jul-1995,Unprovoked,Brazil,Pernambuco,Candeias,Y,Unknown,Unknown,Surfing,Unknown,"Candeias, Pernambuco, Brazil","(-8.2042507, -34.9341234)",-8.2042507,-34.9341234
1995.07.06,Jul-1995,Unprovoked,United States,Texas,Port Aransas,N,Unknown,Unknown,Surfing,Unknown,"Port Aransas, Texas, United States","(27.8339158, -97.06109939999999)",27.8339158,-97.0610994
1995.07.03,Jul-1995,Provoked,United States,Mississippi,"Cat Island, Harrison County",N,Unknown,Unknown,Fishing,Blacktip,"Cat Island, Harrison County, Mississippi, United States","(30.2280136, -89.1014933)",30.2280136,-89.1014933
1995.07.00,Jul-1995,Provoked,United States,South Carolina,"29th Avenue, Myrtle Beach, Horry County",N,Unknown,Unknown,Leisure,Unknown,"29th Avenue, Myrtle Beach, Horry County, South Carolina, United States","(33.6627464, -78.9163527)",33.6627464,-78.9163527
1995.06.30,Jun-1995,Unprovoked,United States,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County",N,17h30,Afternoon,Diving,White,"Bluefish Cove, Pt. Lobos State Park, Monterey County, California, United States","(36.521412, -121.9434003)",36.521412,-121.9434003
1995.06.24,Jun-1995,Unprovoked,United States,California,"LaJolla Shores, San Diego County",N,Unknown,Unknown,Rowing,White,"LaJolla Shores, San Diego County, California, United States","(32.8577055, -117.2529145)",32.8577055,-117.2529145
1995.06.23,Jun-1995,Unprovoked,United States,Georgia,"Tybee Island, Chatham County",N,Unknown,Unknown,Leisure,Tiger,"Tybee Island, Chatham County, Georgia, United States","(32.0002152, -80.845666)",32.0002152,-80.845666
1995.06.17.b,Jun-1995,Unprovoked,United States,South Carolina,"Garden City Beach, Horry County",N,Unknown,Unknown,Surfing,Unknown,"Garden City Beach, Horry County, South Carolina, United States","(33.5929472, -79.0086464)",33.5929472,-79.0086464
1995.06.17.a,Jun-1995,Unprovoked,United States,Florida,"Jensen Beach Park, Martin County",N,18h30?,Evening,Swimming,Unknown,"Jensen Beach Park, Martin County, Florida, United States","(27.2552845, -80.1969215)",27.2552845,-80.1969215
1995.06.16,Jun-1995,Unprovoked,United States,Florida,"Tiger Shores Beach, Martin County",N,14h00,Afternoon,Swimming,Unknown,"Tiger Shores Beach, Martin County, Florida, United States","(27.2210598, -80.1790801)",27.2210598,-80.1790801
1995.06.14,Jun-1995,Unprovoked,United States,Hawaii,"Wailea, Maui",N,11h50,Morning,Swimming,Tiger,"Wailea, Maui, Hawaii, United States","(20.6871826, -156.4391668)",20.6871826,-156.4391668
1995.06.13,Jun-1995,Unprovoked,Hong Kong,Clearwater Bay,Clear Water Bay First Beach,Y,Unknown,Unknown,Swimming,Tiger,"Clear Water Bay First Beach, Clearwater Bay, Hong Kong","(22.2911156, 114.2909638)",22.2911156,114.2909638
1995.06.02,Jun-1995,Unprovoked,Hong Kong,New Territories,Sheung Sze Wan Beach,Y,14h30,Afternoon,Swimming,Unknown,"Sheung Sze Wan Beach, New Territories, Hong Kong","(22.3026421, 114.2905552)",22.3026421,114.2905552
1995.05.31,May-1995,Unprovoked,Hong Kong,New Territories,Sai Kung Beach,Y,Unknown,Unknown,Diving,Unknown,"Sai Kung Beach, New Territories, Hong Kong","(22.3971969, 114.3714349)",22.3971969,114.3714349
1995.05.26,May-1995,Unprovoked,United States,Florida,"Vero Beach, Indian River County",N,Unknown,Unknown,Surfing,Bull,"Vero Beach, Indian River County, Florida, United States","(27.6386434, -80.39727359999999)",27.6386434,-80.39727359999999
1995.05.24,May-1995,Unprovoked,Fiji,Yasawa Islands,Waya Island,Y,Unknown,Unknown,Boat Accident,Unknown,"Waya Island, Yasawa Islands, Fiji","(-17.3, 177.1333333)",-17.3,177.1333333
1995.05.18,May-1995,Unprovoked,Australia,Western Australia,"Bernier Island, Shark Bay",U,Unknown,Unknown,Unknown,Unknown,"Bernier Island, Shark Bay, Western Australia, Australia","(-24.8504267, 113.1381998)",-24.8504267,113.1381998
1995.05.12,May-1995,Unprovoked,South Korea,Jangkodo Island,Jang-Godo,Y,Unknown,Unknown,Diving,Unknown,"Jang-Godo, Jangkodo Island, South Korea","(35.907757, 127.766922)",35.907757,127.766922
1995.04.16,Apr-1995,Not Confirmed,United States,Florida,"New Smyrna Beach, Volusia County",U,10h35,Morning,Unknown,Unknown,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
1995.04.13,Apr-1995,Unprovoked,United States,Florida,"Ormond Beach, Volusia County",N,13h20,Afternoon,Unknown,Unknown,"Ormond Beach, Volusia County, Florida, United States","(29.2858129, -81.0558894)",29.2858129,-81.0558894
1995.04.09.b,Apr-1995,Unprovoked,Australia,New South Wales,"Honeysuckle Point, Eden",N,Unknown,Unknown,Diving,Wobbegong,"Honeysuckle Point, Eden, New South Wales, Australia","(-36.9640598, 149.8899148)",-36.9640598,149.8899148
1995.04.09.a,Apr-1995,Unprovoked,Japan,Aichi Prefecture,Atsumi Peninsula,Y,10h15,Morning,Diving,White,"Atsumi Peninsula, Aichi Prefecture, Japan","(34.6500622, 137.233385)",34.6500622,137.233385
1995.03.21,Mar-1995,Unprovoked,Australia,New South Wales,"Clark Island, Sydney Harbour",N,Unknown,Unknown,Surfing,Unknown,"Clark Island, Sydney Harbour, New South Wales, Australia","(-33.8626215, 151.241028)",-33.8626215,151.241028
1995.03.11,Mar-1995,Unprovoked,Australia,South Australia,Cactus Beach,N,07h30,Morning,Surfing,Copper,"Cactus Beach, South Australia, Australia","(-32.0835003, 132.982204)",-32.0835003,132.982204
1995.03.05,Mar-1995,Unprovoked,Brazil,Maranhão,"Praia do Olho D'Água, São Luis",Y,Afternoon,Afternoon,Swimming,Unknown,"Praia do Olho D'Água, São Luis, Maranhão, Brazil","(-2.4784841, -44.2248793)",-2.4784841,-44.2248793
1995.02.19,Feb-1995,Unprovoked,South Africa,Eastern Cape Province,Kidd’s Beach,N,17h15,Afternoon,Swimming,Tiger,"Kidd’s Beach, Eastern Cape Province, South Africa","(-33.1519515, 27.694816)",-33.1519515,27.694816
1995.02.00,Feb-1995,Unprovoked,Venezuela,Venezuela,Venezuela,N,Unknown,Unknown,Surfing,Unknown,"Venezuela, Venezuela, Venezuela","(10.6488325,-63.2551988)",10.6488325,-63.2551988
1995.01.24,Jan-1995,Unprovoked,South Africa,KwaZulu-Natal,Isipingo,Y,18h00,Evening,Swimming,Tiger,"Isipingo, KwaZulu-Natal, South Africa","(-29.9825487, 30.9216522)",-29.9825487,30.9216522
1995.01.02,Jan-1995,Unprovoked,Brazil,Pernambuco,Piedade,N,Unknown,Unknown,Surfing,Unknown,"Piedade, Pernambuco, Brazil","(-8.1801557, -34.9203383)",-8.1801557,-34.9203383
1995.00.00.e,Jan-1995,Not Confirmed,South Africa,South Africa,South Africa,U,Unknown,Unknown,Diving,Unknown,"South Africa, South Africa, South Africa","(-33.928992,18.417396)",-33.928992,18.417396
1995.00.00.d,Jan-1995,Provoked,Australia,Queensland,Gladstone Reef,N,Unknown,Unknown,Diving,Unknown,"Gladstone Reef, Queensland, Australia","(-23.8415948, 151.2497708)",-23.8415948,151.2497708
1995.00.00.c,Jan-1995,Not Confirmed,United States,North Carolina,Carolina Beach,U,Unknown,Unknown,Diving,Unknown,"Carolina Beach, North Carolina, United States","(34.0351726, -77.8935966)",34.0351726,-77.8935966
1995.00.00.b,Jan-1995,Unprovoked,United States,South Carolina,"Pawleys Island, Georgetown County",U,Unknown,Unknown,Unknown,Unknown,"Pawleys Island, Georgetown County, South Carolina, United States","(33.4332236, -79.12143130000001)",33.4332236,-79.12143130000001
1994.12.30,Dec-1994,Unprovoked,South Africa,Western Cape Province,Mossel Bay,N,16h00,Afternoon,Surfing,White,"Mossel Bay, Western Cape Province, South Africa","(-34.1747356, 22.0834066)",-34.1747356,22.0834066
1994.12.18,Dec-1994,Unprovoked,United States,Hawaii,"Kinikini, Mana, Kaua'i",N,14h45,Afternoon,Surfing,Unknown,"Kinikini, Mana, Kaua'i, Hawaii, United States","(22.0964396, -159.5261238)",22.0964396,-159.5261238
1994.12.13,Dec-1994,Unprovoked,Brazil,Pernambuco,Piedade,N,Unknown,Unknown,Surfing,Unknown,"Piedade, Pernambuco, Brazil","(-8.1801557, -34.9203383)",-8.1801557,-34.9203383
1994.12.11,Dec-1994,Unprovoked,Brazil,Pernambuco,Paiva,N,Unknown,Unknown,Surfing,Unknown,"Paiva, Pernambuco, Brazil","(-8.2597418, -34.946528)",-8.2597418,-34.946528
